Smiles,CodeID,MolecularWeight,cLogS,cLogP,HBD,HBA,PSA,ROTATABLE_BONDS,DG,Ki,LIGAND_EFFICIENCY,BEI,SEI,NSEI,NBEI,nBEI,mBEI
Nc1ccc2c(c1)ccn2C,CC41414,146.192,-2.0,0.86,1.0,2.0,30.95,Null,-5.0,216.07,-0.4545,25.0725452013,11.8429903976,1.832702764033858965948591174,0.3332186843697925392633802135,4.706798213225942999887571887,2.830329135635412485936138324
CNCc1ccc(cc1)c1ccccn1,CC41546,198.268,-2.19,2.24,1.0,2.0,24.92,Null,-4.37,625.8,-0.2913,16.1577483063,12.8553950289,1.601782220594912775619765690,0.2135709627459883700826354254,4.379655700245506807428652987,2.500817066918745543258679946
OCc1cccc(c1)c1cncnc1,CC41709,186.213,-1.67,1.28,1.0,3.0,46.01,Null,-5.19,156.79,-0.3707,20.4318798359,8.26924938032,1.268227213295662170065726973,0.2717629742776418935855129229,4.950809675565224545507962529,3.074691636785722686940572286
CCOC(=O)c1sc(nc1c1ccccc1)C,CC42223,247.317,-3.98,2.7,0.0,3.0,39.19,Null,-5.59,79.81,-0.3288,16.5695956574,10.4566029324,1.365980896397177807205247786,0.2410554523053843189185731388,5.328391610569807354765131835,3.491196658979604429186895602
OCc1ccnc(c1)N1CCOCC1,CC43109,194.233,Null,-0.27,1.0,4.0,45.59,Null,-4.78,313.24,-0.3414,18.040820997,7.6861653536,0.8760306961761436433836151748,0.2502944846217553266810329071,4.650250820382812571275376778,2.792445802760398490877471786
Nc1cccc(c1)Cn1cncc1,CC43214,173.218,-1.85,0.84,1.0,3.0,43.84,Null,-4.65,390.1,-0.3577,19.6793869557,7.77560230312,1.136274683229402878969047224,0.2622172345914006643774724364,4.522767401995045421201541627,2.647417069554822946968502417
OCc1ccc(cc1)Cn1cncc1,CC43309,188.229,-1.96,1.06,1.0,3.0,38.05,Null,-4.9,255.8,-0.3500,19.0836664906,9.4404716422,1.197366486619121636690060738,0.2565785328469546364335844438,4.738227495535602912986802887,2.866785994834467891450094868
Nc1ccc(cc1)Cn1cncc1,CC43314,173.218,-1.86,0.84,1.0,3.0,43.84,Null,-4.6,424.45,-0.3538,19.4678004716,7.69200151022,1.124057820694023504917090410,0.2593979586216977319039439408,4.486116814388907263157489807,2.610766481948684832758359961
OC(=O)c1ccc2c(c1)n(C)cc2,CC44201,175.186,-2.18,1.51,1.0,3.0,42.23,Null,-5.15,167.74,-0.3962,21.550599713,8.94000322358,1.258454453772853237066027210,0.2904125662552738239383139715,4.889306713625396489176775531,3.018862757867020809776117646
OCc1ccc(cc1)c1cncnc1,CC44309,186.213,-1.81,1.28,1.0,3.0,46.01,Null,-4.74,335.12,-0.3386,18.6603494528,7.55227049043,1.158266550882278977872759811,0.2481999751890597809727342452,4.620927688325074950762622389,2.744809649545573125059552297
OCc1n(C)nc2c1cccc2,CC44409,162.191,-1.64,1.25,1.0,3.0,38.05,Null,-5.18,159.46,-0.4317,23.4128172355,9.97989025031,1.265782746747553875416842039,0.3164456866868884688542105097,4.876529486290286453973031809,3.007374991728274255686643940
CNCc1cccc(c1)c1cccs1,CC44546,203.308,-3.78,2.87,1.0,1.0,12.03,Null,-5.0,216.07,-0.3571,18.0288307792,30.4688738825,3.665405528067717931897182349,0.2618146805762655665640844535,4.811533563745955916962853152,2.973559996167132945782344600
OCc1ccccc1N1CCCC1,CC44809,177.245,Null,1.94,1.0,2.0,23.47,Null,-5.29,132.44,-0.4069,21.8792114188,16.5231394458,1.938990413959984607276674010,0.2983062175323053241964113862,4.991924180226805967094416680,3.126554820700109536526796548
OCc1cccc(c1)CN1CCN(CC1)C,CC45309,220.314,-0.98,1.28,1.0,3.0,26.71,Null,-5.22,149.05,-0.3262,17.3691550225,14.3267241469,1.275556006543783457519671173,0.239166751226959398284938345,5.030788002287275153413969098,3.169710115191377312706301778
COC(=O)c1ccc(cc1)CN1CCCCC1,CC45522,233.309,-2.51,2.91,0.0,3.0,29.54,Null,-5.26,139.31,-0.3094,16.5275137598,13.0535467426,1.285339235925340973689672351,0.2268245710456484071217068855,5.086466629154296865452776137,3.223949199998610401330480041
OCc1ccc(cc1)CN1CCN(CC1)C,CC45609,220.314,-1.02,1.28,1.0,3.0,26.71,Null,-5.03,205.4,-0.3144,16.7370188038,13.8053147164,1.229133186912913532114547194,0.2304624725461712872714775989,4.891519543394665377198597162,3.030441656298767551309538964
NCc1ccc(cc1)CN1CCN(CC1)C,CC45613,219.33,-1.45,1.62,1.0,3.0,32.5,Null,-4.89,260.16,-0.3056,16.34413658,11.0300291572,1.194919825362008617482413533,0.2240474672553766157779525374,4.788879458741950633302196178,2.925857514710075084650807201
OC(=O)c1cccc2c1ccn2C,CC45801,175.186,-2.14,1.51,1.0,3.0,42.23,Null,-5.14,170.6,-0.3954,21.5086877557,8.92261655972,1.256006991056165258524342179,0.289847767166807367351771272,4.881964325475332536154403090,3.011520369716956863240119664
CNCc1cccc(c1)c1ccco1,CC46146,187.241,Null,1.65,1.0,2.0,25.17,Null,-5.07,191.99,-0.3621,19.8499334622,14.7664735455,1.858360695694893103618725182,0.2654800993849847290883893116,4.862849427068024210170849551,2.989122343292542692765404839
OC(=O)c1ccccc1c1ccco1,CC46201,188.181,-3.04,2.11,1.0,3.0,50.44,Null,-5.56,83.96,-0.3971,21.6596126606,8.08074458781,1.358642523363212409670224658,0.2911376835778312306436195696,5.222055605767875281224985605,3.350503342147347271234231920
NCc1ccccc1c1ccco1,CC46213,173.214,-3.18,2.02,1.0,2.0,39.16,Null,-5.46,99.4,-0.4200,23.1079105361,10.2211787937,2.001306807801343335775421738,0.307893355046360513196218729,5.116556967909523418552414934,3.241196606500108263533449246
NCc1cc(n(n1)C)c1ccccc1,CC46513,187.245,-2.05,1.78,1.0,3.0,43.84,Null,-4.97,227.3,-0.3550,19.4579324643,8.31067646961,1.214466854758343062692674789,0.2602428974482163705770017404,4.789528599953267214003979520,2.915810793843320176735918999
OCc1cc(nn1C)c1ccccc1,CC46609,188.229,-1.91,1.44,1.0,3.0,38.05,Null,-5.1,182.51,-0.3643,19.8625787466,9.82579063049,1.246237778300513883657245589,0.2670509524929672607836954833,4.884841370579779701084535488,3.013399869878644647826881548
CNCc1cc(nn1C)c1ccccc1,CC46646,201.272,-2.33,2.35,1.0,3.0,29.85,Null,-4.72,346.63,-0.3147,17.1913323902,11.5917382005,1.153377950947862020671617439,0.2306755901895724041343234879,4.636225111899267291361118911,2.763917214958809276159312018
OCc1csc(n1)c1cccc(c1)Cl,CC46709,225.698,-3.51,1.88,1.0,2.0,33.12,Null,-5.56,83.96,-0.3971,18.0592099624,12.3065445957,2.037963785044818614505336987,0.2911376835778312306436195696,5.222055605767875281224985605,3.429455280727823512106734040
OCc1nn(c(c1)c1cccs1)C,CC47109,194.257,-2.47,0.62,1.0,3.0,38.05,Null,-5.26,139.31,-0.4046,19.8500836921,10.1340807037,1.285339235925340973689672351,0.2966167467520017631591551579,4.969961060082859663869540230,3.144394385218595230346487895
NCc1cc(nn1C)c1cccs1,CC47213,193.273,Null,2.45,1.0,3.0,43.84,Null,-4.13,938.38,-0.3177,15.6649985102,6.90607038562,1.009207085684763971333346230,0.232893942850330147230772207,4.141564609361128714567973972,2.313792444916141844712156056
CN1CCN(CC1)Cc1ccccc1N,CC47414,205.303,-0.68,1.3,1.0,3.0,32.5,Null,-4.82,292.79,-0.3213,17.2108725169,10.8721346472,1.177814586776250564900668730,0.2355629173552501129801337461,4.709535019384432936783295200,2.845839055894796315704061948
OC(=O)c1ccc(s1)c1ccco1,CC47701,194.209,Null,2.68,1.0,3.0,50.44,Null,-5.52,89.82,-0.4246,20.83645428,8.02265453861,1.348875649757768020733863680,0.3112789960979464663231993107,5.160570301580140851885814689,3.334896301311658474513857539
